what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484642409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484647921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484648638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484651368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484666555
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484670134
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318484670135
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318484693585
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318484693602
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318484694460
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318484697266
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484697288
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484700430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484707370
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318484709253
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318484709269
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318484720709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484724493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484795594
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318484797362
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484797380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484799048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484805105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484805743
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484822314
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318484825171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318484825300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318484827788
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318484829846
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318484829910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484830853
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484831776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318484841505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318484844133
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484846185
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1318484846185
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318484847301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484851926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484853525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318484855661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484857894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484870091
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484870114
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318484876945
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318484876962
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1318484877469
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318484879494
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484879516
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1318484880764
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1318484880779
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1318484882039
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318484882055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484884576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484885367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484885901
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484957560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484958768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484969962
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484973313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484977258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484977965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318484978710
