what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488642978
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318488644083
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488644578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488645391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488646044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488701689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488701949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488941354
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318488941677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489256376
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489257197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489258264
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489258909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489335210
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489337435
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489338443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489339567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489342602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489343316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489344527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489345044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489353139
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318489353863
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489355773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489358993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489360085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489388376
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318489390497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489391610
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489393670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489395014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489428988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489429647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489430547
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489433133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489435899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489436552
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489437293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489438775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489444653
error,log,,,"Core exception while retrieving the content description",1318489446208
error,log,,,"Core exception while retrieving the content description",1318489446209
error,log,,,"Core exception while retrieving the content description",1318489446210
error,log,,,"Core exception while retrieving the content description",1318489446210
error,log,,,"Core exception while retrieving the content description",1318489446212
error,log,,,"Core exception while retrieving the content description",1318489446212
error,log,,,"Core exception while retrieving the content description",1318489446213
error,log,,,"Core exception while retrieving the content description",1318489446214
error,log,,,"Core exception while retrieving the content description",1318489446215
error,log,,,"Core exception while retrieving the content description",1318489446216
error,log,,,"Core exception while retrieving the content description",1318489446217
error,log,,,"Core exception while retrieving the content description",1318489446217
error,log,,,"Core exception while retrieving the content description",1318489446220
error,log,,,"Core exception while retrieving the content description",1318489446221
error,log,,,"Core exception while retrieving the content description",1318489446222
error,log,,,"Core exception while retrieving the content description",1318489446222
error,log,,,"Core exception while retrieving the content description",1318489446224
error,log,,,"Core exception while retrieving the content description",1318489446225
error,log,,,"Core exception while retrieving the content description",1318489446225
error,log,,,"Core exception while retrieving the content description",1318489446226
error,log,,,"Core exception while retrieving the content description",1318489446227
error,log,,,"Core exception while retrieving the content description",1318489446228
error,log,,,"Core exception while retrieving the content description",1318489446228
error,log,,,"Core exception while retrieving the content description",1318489446229
error,log,,,"Core exception while retrieving the content description",1318489446588
error,log,,,"Core exception while retrieving the content description",1318489446590
error,log,,,"Core exception while retrieving the content description",1318489446590
error,log,,,"Core exception while retrieving the content description",1318489446591
error,log,,,"Core exception while retrieving the content description",1318489446593
error,log,,,"Core exception while retrieving the content description",1318489446593
error,log,,,"Core exception while retrieving the content description",1318489446594
error,log,,,"Core exception while retrieving the content description",1318489446595
error,log,,,"Core exception while retrieving the content description",1318489446596
error,log,,,"Core exception while retrieving the content description",1318489446597
error,log,,,"Core exception while retrieving the content description",1318489446598
error,log,,,"Core exception while retrieving the content description",1318489446599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489452012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489459007
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489459613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489472336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489473163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489473740
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489474001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489474269
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489474557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489474603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489474866
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489474868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489475127
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489475392
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1318489491361
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318489498390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489499256
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489499518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489499784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489500056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1318489500058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489501732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489502513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489506117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489613464
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1318489616858
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318489657363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489663902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489668608
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318489672858
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489673253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489811898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489813525
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489814205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489825123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489860754
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489862596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489915320
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318489917270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318489920821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491003296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491005093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491067272
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1318491070524
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491071082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491090945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491096068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491097420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491098149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491105971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491108664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491203708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491204669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491205626
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318491207375
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1318491208911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318491209148
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1318491211532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491214733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491214864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318491218787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491220072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491220541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491221098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491223139
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491224008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491228899
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491234551
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491242818
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491243136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318491243814
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1318491245796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1318491246388
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1318491247132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1318491248608
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318491253871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1318491255625
